CustomerID,Churn_probability,Action,Contract,Internet Service,Tenure Months,Monthly Charges,Payment Method
0531-ZZJWQ,0.6687244075860614,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,55,74.0,Electronic check
5650-YLIBA,0.6683547828570809,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,31,81.15,Electronic check
1942-OQFRW,0.6683119226717938,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,44.0,Electronic check
1112-CUNAO,0.6671516001001805,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,15,89.85,Electronic check
5133-POWUA,0.6664054164496719,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,45.8,Mailed check
0322-CHQRU,0.6660993872979987,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,45.35,Electronic check
1731-TVIUK,0.6660075200385656,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,4,93.5,Electronic check
3923-CSIHK,0.6659262369339607,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,50,71.05,Electronic check
6892-XPFPU,0.6658491069396402,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,24,104.25,Electronic check
7663-RGWBC,0.6655764026126231,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,44.15,Mailed check
8709-KRDVL,0.6650190676304147,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,33,100.0,Electronic check
8397-MVTAZ,0.6650080879051038,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,100.05,Electronic check
2178-PMGCJ,0.664762299312441,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,69.7,Mailed check
4818-QIUFN,0.6640059592747568,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,20,79.15,Electronic check
1024-GUALD,0.6637687135602883,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,24.8,Electronic check
9692-TUSXH,0.663299326067009,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,96.05,Electronic check
9747-DDZOS,0.6625705162609278,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,1,73.5,Bank transfer (automatic)
5692-FPTAH,0.661865904774681,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,45.4,Mailed check
4445-ZJNMU,0.6611673027443328,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,9,99.3,Credit card (automatic)
0576-WNXXC,0.6610728844326336,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,27,95.55,Electronic check
8993-PHFWD,0.6609345981296515,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,25.25,Electronic check
4570-QHXHL,0.6596476813048464,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,43.75,Electronic check
2386-LAHRK,0.6589211463416188,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,53.5,Mailed check
9112-WSNPU,0.6588414337528353,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,35,70.55,Electronic check
7181-BQYBV,0.6588347395492208,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,1,102.45,Electronic check
8650-RHRKE,0.6585765347158922,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,29.65,Electronic check
3334-CTHOL,0.6579774942760515,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,49.95,Bank transfer (automatic)
4237-RLAQD,0.6578852725582093,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,45.85,Mailed check
9752-ZNQUT,0.6578808475181068,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,48.6,Electronic check
0616-ATFGB,0.6570379459221074,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,25.05,Electronic check
5419-CONWX,0.6570304050969001,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,4,99.8,Credit card (automatic)
1902-XBTFB,0.6555099415463362,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,89.4,Electronic check
7504-UWHNB,0.6544121149682586,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,25,69.75,Electronic check
9227-LUNBG,0.6544101189169141,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,24.6,Electronic check
7460-ITWWP,0.6543796824033321,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,45,86.1,Electronic check
0599-XNYDO,0.6533507846693373,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,20,69.8,Bank transfer (automatic)
0258-NOKBL,0.6525595492235555,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,3,90.4,Electronic check
5760-FXFVO,0.6525284362591813,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,6,78.95,Electronic check
0376-YMCJC,0.6524332295806774,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,23,90.6,Electronic check
4317-VTEOA,0.6522488222006914,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,50.75,Electronic check
2665-NPTGL,0.6515350403073363,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,26,98.1,Bank transfer (automatic)
6402-EJMWF,0.6514246961961715,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,55.3,Mailed check
8601-QACRS,0.651053861011154,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,50.6,Mailed check
9944-AEXBM,0.6507952284027483,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,85.65,Bank transfer (automatic)
0871-URUWO,0.6506179379448134,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,102.25,Credit card (automatic)
8058-DMYRU,0.6505397918486281,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,54,90.05,Electronic check
2277-VWCNI,0.6504948295096901,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,48.75,Mailed check
9465-RWMXL,0.6504657264807221,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,78.9,Electronic check
8818-DOPVL,0.6504309762323734,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,46,104.45,Electronic check
4919-IKATY,0.6492573296348386,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,5,84.5,Electronic check
1236-WFCDV,0.6488790275813713,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,14,90.45,Credit card (automatic)
6034-YMTOB,0.6488730321753825,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,5,75.65,Mailed check
9741-YLNTD,0.6482050381958783,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,6,87.95,Bank transfer (automatic)
4208-UFFGW,0.647610020834747,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,44.95,Mailed check
9907-SWKKF,0.6474938757997234,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,25.05,Mailed check
7029-RPUAV,0.6474860147655329,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,17,100.45,Credit card (automatic)
1310-QRITU,0.647166702989931,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,50.3,Electronic check
0682-USIXD,0.6471243507818616,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,21,86.05,Electronic check
8714-EUHJO,0.6461579311576952,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,31,91.15,Electronic check
2754-SDJRD,0.6459022147809027,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,8,100.15,Credit card (automatic)
8621-MNIHH,0.6457751942186518,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,94.25,Electronic check
6227-HWPWX,0.6456204301673314,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,15,69.0,Bank transfer (automatic)
5339-PXDVH,0.6452879630821845,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,4,90.65,Electronic check
6821-BUXUX,0.6450593236610047,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,96.65,Electronic check
3094-JOJAI,0.6446622780828608,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,74.15,Mailed check
4686-UXDML,0.6414367088485181,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,21,99.85,Credit card (automatic)
8849-AYPTR,0.6413358318154126,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,33,91.25,Electronic check
0876-WDUUZ,0.641249964970432,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,5,85.4,Credit card (automatic)
2439-LYPMQ,0.6409971105689989,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,38,102.6,Electronic check
7056-IMHCC,0.6408574416979732,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,53,101.9,Electronic check
6729-GDNGC,0.6406479765130605,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,20,80.7,Bank transfer (automatic)
3292-PBZEJ,0.6405691935039016,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,11,111.4,Electronic check
9286-DOJGF,0.6400622493920306,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,38,74.95,Bank transfer (automatic)
6047-YHPVI,0.63979439500809,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,5,69.7,Electronic check
7503-QQRVF,0.639465726664557,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,16,74.3,Credit card (automatic)
0023-XUOPT,0.6394525503978514,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,94.1,Electronic check
6158-HDPXZ,0.6394318494980167,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,25.35,Mailed check
5373-SFODM,0.6393106527579228,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,36,85.25,Credit card (automatic)
1522-VVDMG,0.6389030355277555,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,7,89.75,Electronic check
3540-RZJYU,0.6370765556779716,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,15,86.2,Electronic check
5281-BUZGT,0.6370396062627147,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,36,90.85,Electronic check
7529-ZDFXI,0.636734871443937,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,57,89.85,Electronic check
8280-MQRQN,0.6366398313422864,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,50.45,Mailed check
2041-JIJCI,0.6362350732940991,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,64.0,Electronic check
9050-QLROH,0.6361870060053363,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,90.7,Credit card (automatic)
3312-ZWLGF,0.6359611096783319,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,29,79.3,Electronic check
6651-AZVTJ,0.6354183583964749,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,49,99.8,Electronic check
9048-JVYVF,0.635293771626163,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,69.35,Electronic check
4067-HLYQI,0.6349301256125838,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,33,70.4,Bank transfer (automatic)
9450-TRJUU,0.6348635894775236,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,35,83.15,Electronic check
0749-IRGQE,0.6339774676891746,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,13,45.3,Electronic check
2694-CIUMO,0.6334540971826175,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,12,79.55,Credit card (automatic)
7054-LGEQW,0.63337794464945,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,45.95,Mailed check
2800-QQUSO,0.6331100015356579,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,42,100.3,Electronic check
2203-GHNWN,0.6316462709839857,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,24,79.65,Mailed check
0310-MVLET,0.6312533388474728,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,61,99.15,Electronic check
7404-JLKQG,0.631127377694006,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,57.55,Electronic check
1536-HBSWP,0.6310201814422904,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,49.9,Electronic check
9819-FBNSV,0.6309666120954202,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,37,72.25,Bank transfer (automatic)
0096-BXERS,0.6307942057254832,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,6,50.35,Electronic check
2672-OJQZP,0.6306865657599925,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,44.75,Mailed check
2025-JKFWI,0.6303820001776552,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,99.0,Mailed check
9638-JIQYA,0.6295248792945574,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,24.9,Credit card (automatic)
4647-MUZON,0.6294869031207938,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,95.95,Credit card (automatic)
0015-UOCOJ,0.6293668783094764,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,7,48.2,Electronic check
4678-DVQEO,0.6279133410369533,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,52.2,Electronic check
2309-OSFEU,0.6278772921128377,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,10,33.9,Mailed check
6543-CPZMK,0.6278324018606,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,29.95,Electronic check
0581-MDMPW,0.6275863711588568,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,24,88.95,Credit card (automatic)
0082-OQIQY,0.6268632781227284,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,29,94.2,Electronic check
7876-BEUTG,0.6268623301741801,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,15,48.8,Mailed check
4223-WOZCM,0.6267779382301883,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,49.95,Mailed check
6825-UYPFK,0.6253124145678122,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,23,75.6,Bank transfer (automatic)
0963-ZBDRN,0.6248324953293504,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,96.2,Electronic check
2782-LFZVW,0.6244533626083149,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,11,58.95,Mailed check
5606-AMZBO,0.6241454268752012,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,10,78.15,Credit card (automatic)
1346-UFHAX,0.6239051483763387,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,80.0,Credit card (automatic)
6338-AVWCY,0.6228732508993317,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,40.15,Mailed check
5889-JTMUL,0.6219038801802038,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,50,95.05,Electronic check
6304-IJFSQ,0.6207974701198462,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,49.9,Mailed check
1077-HUUJM,0.6205940274159274,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,7,71.05,Electronic check
1319-YLZJG,0.6200484927981827,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,12,84.6,Electronic check
8938-UMKPI,0.6199682404210529,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,47,106.4,Electronic check
1471-GIQKQ,0.6199091435726966,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,49.95,Electronic check
9992-UJOEL,0.6195176869180893,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,50.3,Mailed check
7952-OBOYL,0.6191732959022719,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,3,89.85,Mailed check
6331-LWDTQ,0.6189327730862452,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,10,72.15,Credit card (automatic)
6048-QBXKL,0.6187040348604931,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,56.55,Credit card (automatic)
7129-ACFOG,0.6181241708702392,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,53.8,Electronic check
1895-QTKDO,0.6176681098284476,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,43.95,Credit card (automatic)
6173-GOLSU,0.6174436219013961,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,67,94.65,Credit card (automatic)
9508-ILZDG,0.6174351196161498,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,96.35,Electronic check
9369-XFEHK,0.6163141329035258,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,33,80.6,Bank transfer (automatic)
3627-FHKBK,0.616174991766414,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,1,75.3,Mailed check
2277-DJJDL,0.6157433846124049,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,60,99.0,Electronic check
9576-SYUHJ,0.6152989197087687,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,37,91.15,Electronic check
4581-LNWUM,0.6152422654178844,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,13,49.15,Electronic check
0899-LIIBW,0.6151100304331124,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,100.85,Electronic check
6377-WHAOX,0.6146781548490827,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,60,106.15,Electronic check
6284-AHOOQ,0.6144317108505267,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,90.5,Bank transfer (automatic)
6661-HBGWL,0.6142424690558165,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,42,104.75,Bank transfer (automatic)
9327-QSDED,0.6136878364743767,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,8,43.55,Mailed check
1035-IPQPU,0.6136300561206363,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,63,103.5,Electronic check
6542-LWGXJ,0.6135662479415002,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,25.0,Mailed check
8728-SKJLR,0.6132918096157921,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,41,74.25,Electronic check
8785-CJSHH,0.6124294277252639,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,60,99.8,Electronic check
5016-IBERQ,0.612241296815588,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,23,84.25,Electronic check
9767-FFLEM,0.6111761557617509,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,38,69.5,Credit card (automatic)
6481-ESCNL,0.6106078048135505,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,29,100.55,Bank transfer (automatic)
9812-GHVRI,0.6105284907484705,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,40,83.85,Bank transfer (automatic)
5331-RGMTT,0.610315633028003,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,54,99.05,Credit card (automatic)
0778-NELLA,0.6073055358183801,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,34.7,Credit card (automatic)
4640-UHDOS,0.6070273746351647,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,13,55.95,Electronic check
2452-KDRRH,0.6064078864303133,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,67,101.4,Credit card (automatic)
8988-ECPJR,0.6062287306137795,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,79.6,Mailed check
8455-HIRAQ,0.6058950631661554,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,8,44.45,Mailed check
4829-AUOAX,0.6058825630529028,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,46,96.05,Bank transfer (automatic)
6704-UTUKK,0.6055746801045593,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,29,45.9,Electronic check
4248-QPAVC,0.6055551778258981,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,17,85.35,Bank transfer (automatic)
0390-DCFDQ,0.6051055705692856,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,1,70.45,Mailed check
3312-UUMZW,0.6036277426527209,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,98.85,Credit card (automatic)
4154-AQUGT,0.602777400628491,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,89.05,Bank transfer (automatic)
9512-UIBFX,0.6024148123339775,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,95.15,Mailed check
3658-KIBGF,0.6020670661748365,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,54.9,Electronic check
1261-FWTTE,0.6020177908643991,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,23,34.65,Bank transfer (automatic)
2828-SLQPF,0.6017705917272422,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,19,45.0,Bank transfer (automatic)
4658-HCOHW,0.6016057492723832,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,21,102.8,Electronic check
6711-VTNRE,0.6013628732106369,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,36,87.55,Electronic check
5419-KLXBN,0.6003878807630527,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,25,89.15,Bank transfer (automatic)
5301-GAUUY,0.5996433764431617,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,80.35,Bank transfer (automatic)
8805-JNRAZ,0.5992592457835946,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,49.2,Mailed check
5461-QKNTN,0.5989641594643661,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,43,94.3,Electronic check
0410-IPFTY,0.5980237873269854,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,31,83.85,Bank transfer (automatic)
5759-RCVCB,0.59742021137064,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,35.2,Credit card (automatic)
1559-DTODC,0.5973651398771994,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,19,25.15,Bank transfer (automatic)
6769-DYBQN,0.5971605367984466,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,46,85.0,Electronic check
0823-HSCDJ,0.5967706093216498,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,52,49.15,Electronic check
0952-KMEEH,0.5958350540058008,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,98.15,Mailed check
9572-WUKSB,0.5952882982576865,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,29.9,Electronic check
2606-RMDHZ,0.5947307675118039,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,6,30.5,Credit card (automatic)
1965-DDBWU,0.5931643730396808,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,16,89.05,Credit card (automatic)
1587-FKLZB,0.5924453989383168,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,66,99.5,Credit card (automatic)
3982-XWFZQ,0.5913994562333168,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,42,50.25,Electronic check
7470-MCQTK,0.5889043793432707,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,13,48.75,Bank transfer (automatic)
3374-LXDEV,0.5886572731833777,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,89.4,Electronic check
4840-ORQXB,0.5881860910547388,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,56,104.75,Electronic check
8757-TFHHJ,0.5878569385730528,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,49.8,Credit card (automatic)
5402-HTOTQ,0.5878186290700109,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,16,55.3,Electronic check
0365-GXEZS,0.5869297919804883,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,78.2,Electronic check
8914-RBTSB,0.5861325262474975,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,31,93.8,Electronic check
9163-GHAYE,0.5858539490671038,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,15,48.85,Electronic check
6257-RJOHI,0.5858309118154762,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,50.8,Mailed check
5609-IMCGG,0.5853467275837025,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,15,84.35,Credit card (automatic)
7881-EVUAD,0.5849014937380344,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,42.6,Electronic check
1833-TCXKK,0.5847327782075583,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,45,107.75,Bank transfer (automatic)
7277-OZCGZ,0.5845968729577617,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,89.05,Electronic check
8445-DNBAE,0.583076697169848,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,50.05,Electronic check
6317-YPKDH,0.5816043712418537,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,29.95,Bank transfer (automatic)
2478-EEWWM,0.5815103683737646,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,59,44.3,Electronic check
9701-CDXHR,0.5814093836382892,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,51,69.15,Mailed check
0979-PHULV,0.5807101604857585,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,69,99.45,Credit card (automatic)
2386-OWURY,0.5806298514817838,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,58,95.3,Electronic check
3569-EDBPQ,0.5806264584616914,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,24,84.35,Electronic check
8495-PRWFH,0.5792129423976398,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,42,55.65,Electronic check
5698-BQJOH,0.5791869845997171,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,9,94.4,Electronic check
2960-NKRSO,0.5789405757700163,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,24,85.95,Electronic check
7733-UDMTP,0.5785195310476247,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,57,55.0,Electronic check
4819-HJPIW,0.5770659794495308,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,25.15,Mailed check
6128-AQBMT,0.5769309272509353,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,41,53.95,Electronic check
8903-XEBGX,0.5764166395566845,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,55.3,Electronic check
4526-ZJJTM,0.5761981544119478,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,25,88.4,Bank transfer (automatic)
8623-ULFNQ,0.5755965658002694,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,26,66.05,Electronic check
2108-YKQTY,0.5746578943377827,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,50.7,Credit card (automatic)
2227-JRSJX,0.5743566655712784,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,21,99.15,Bank transfer (automatic)
9732-KPKBW,0.5743478490459956,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,53.95,Electronic check
7410-KTVFV,0.5742480791833728,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,49.55,Mailed check
3018-TFTSU,0.5741342544487074,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,12,81.7,Bank transfer (automatic)
1205-WNWPJ,0.5737007210270637,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,7,59.5,Mailed check
7279-BUYWN,0.5736817451133667,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,41,113.2,Electronic check
9979-RGMZT,0.5730263053458602,Ưu tiên liên hệ giữ chân,One year,Fiber optic,7,94.05,Mailed check
1436-ZMJAN,0.5724170583420759,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,10,67.8,Credit card (automatic)
7251-XFOIL,0.5710695595521705,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,61,89.2,Mailed check
5213-TWWJU,0.5709484349020651,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,28,91.0,Electronic check
4695-VADHF,0.5695277642537544,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,57.45,Electronic check
